Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Pedestrian_movement,Cause_of_accident,Hour
4,1,1,4,0,2,0,2,1,6,3,5,5,0,0,3,2,5,-0.059060765005841856,-0.20133285304486814,2,0,0,3,1,5,8,9
3,0,1,3,0,0,0,1,1,8,3,5,0,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,0,8
3,0,1,4,0,4,0,2,0,6,2,5,5,0,1,3,2,6,-0.059060765005841856,-0.13337905974769326,2,0,0,0,2,5,9,15
1,0,0,4,0,2,9,2,1,4,3,5,1,0,3,3,2,6,-0.9922689400587068,-0.5442638586190858,0,0,0,0,2,5,10,14
3,0,1,4,0,2,7,2,1,7,2,5,3,0,3,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,1,11
4,0,1,4,0,3,0,0,1,9,0,5,1,0,0,3,2,3,-1.0140128549466343,0.10880899191632387,2,0,1,0,2,5,12,16
5,0,0,4,0,0,5,2,1,6,1,5,5,0,3,0,3,6,-1.510941766626499,-0.5442638586190858,2,0,1,0,2,5,0,17
0,1,1,4,0,2,0,2,1,6,1,6,5,0,0,2,2,6,-1.5004939992675255,-0.5371188371224799,2,1,1,0,2,5,3,17
4,0,0,4,0,1,5,2,1,6,2,5,1,0,0,3,2,6,-1.3262879784579562,-0.5442638586190858,2,1,0,0,2,5,0,4
5,0,1,4,0,1,7,2,1,4,2,5,5,0,0,3,2,2,0.04598047898368886,-0.5442638586190858,1,2,0,0,1,5,9,16
3,0,1,4,0,1,10,1,1,8,4,5,5,0,0,3,2,1,-1.3345828691192738,-0.5442638586190858,0,0,1,4,2,4,0,8
5,0,1,4,0,1,5,2,1,4,1,5,0,0,3,3,2,6,2.8447012382354724,4.420299674748312,2,0,0,0,2,5,7,11
3,1,1,2,0,1,7,2,1,6,2,5,5,0,3,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,1,1,5,0,10
5,1,1,1,0,0,7,2,1,5,4,5,1,0,0,3,2,2,-0.059060765005841856,-0.21758988906907506,2,0,0,1,2,5,0,14
5,1,1,4,0,3,11,2,1,6,0,5,5,0,1,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,0,0,2,5,10,9
1,0,1,1,0,1,10,2,0,8,4,5,5,0,0,3,2,6,-0.43961760935535565,0.18839354755496635,2,0,1,0,2,5,3,19
4,2,1,2,0,1,5,2,1,4,2,5,1,0,3,3,2,6,-0.059060765005841856,0.1080360957543432,2,0,0,0,2,5,1,5
0,0,1,2,0,2,0,0,1,6,2,5,5,0,0,3,2,6,0.7965321276452199,0.44864884805439376,2,0,1,0,2,5,11,16
0,0,1,0,0,1,0,2,1,9,5,5,0,0,0,3,2,6,0.9868976389715653,-0.2666614210391529,2,0,1,0,2,5,11,16
4,0,1,2,0,2,0,2,2,6,4,4,1,0,1,3,2,6,-1.510941766626499,-0.5442638586190858,2,1,1,0,2,5,10,17
3,0,1,4,0,1,7,2,1,6,4,5,1,0,2,3,2,5,-0.059060765005841856,-0.5442638586190858,2,1,0,0,2,5,1,7
4,1,1,4,0,1,0,2,1,6,2,5,1,0,0,3,2,2,-0.11986611316075084,0.40706527285138383,2,1,0,3,0,1,0,8
4,0,1,4,0,2,0,2,0,6,4,5,1,0,3,1,3,6,-0.7894561051524549,-0.5442638586190858,2,0,0,0,2,5,12,11
3,0,1,4,0,2,10,2,1,6,3,5,5,0,1,0,2,6,-1.510941766626499,-0.1314353683302495,4,0,1,0,2,5,9,0
5,0,1,1,0,2,0,1,1,6,2,5,1,0,0,0,2,6,-0.17492524479667226,-0.5442638586190858,2,0,1,0,2,5,1,18
1,2,1,3,0,0,4,1,1,6,2,1,4,0,0,3,2,6,-0.059060765005841856,2.2880438931662814,2,0,0,0,2,5,7,12
0,1,1,4,0,3,5,2,1,6,5,6,0,0,0,3,2,2,-0.8917139168106145,-0.5442638586190858,2,0,1,0,2,5,10,9
0,0,1,4,0,2,0,2,2,6,2,5,5,2,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,1,5,1,15
6,0,1,2,0,1,0,2,0,6,3,5,5,0,0,3,2,2,0.2921895072157254,-0.5442638586190858,2,0,1,0,2,5,3,7
1,0,1,4,0,3,13,2,1,6,3,5,0,0,0,0,2,6,-0.059060765005841856,1.19589975660124,2,0,1,3,2,5,1,21
1,0,1,1,0,2,0,2,2,6,1,5,5,0,0,3,2,6,-0.08670952913727278,-0.5442638586190858,2,0,1,0,2,5,12,11
1,0,1,1,0,2,0,2,1,8,4,5,0,0,3,3,2,6,0.7178273170587395,2.2385091497622387,1,0,1,2,2,5,1,16
2,0,1,4,0,1,6,2,1,6,1,5,0,0,0,0,2,1,0.03805087843899346,-0.5442638586190858,2,0,1,0,2,5,10,19
1,2,1,4,0,1,1,2,1,6,4,7,0,0,0,3,2,1,-0.5567689673817718,-0.5442638586190858,2,0,1,0,2,5,11,10
2,1,1,4,0,4,4,2,1,6,3,5,5,0,0,3,2,1,-0.059060765005841856,-0.5442638586190858,2,0,0,1,2,5,2,14
0,0,1,4,0,3,0,0,1,1,2,5,0,0,0,3,2,6,0.006101130144321204,-0.36601213244235187,2,1,1,3,2,1,9,19
1,1,1,1,0,2,3,2,0,6,2,5,5,0,0,3,2,6,-0.059060765005841856,4.420299674748312,2,0,1,0,2,5,11,12
5,1,0,4,0,2,8,0,0,4,1,5,1,0,3,0,2,4,-1.510941766626499,-0.5442638586190858,2,0,0,2,2,5,11,17
5,2,1,4,0,3,0,1,1,2,0,5,1,0,0,3,2,5,-1.4688419444162848,0.41985761215106876,2,0,1,0,2,5,9,18
0,2,1,4,0,1,0,1,1,6,3,5,0,0,0,0,2,6,0.9424773429739957,2.1954645695946757,2,0,0,0,2,5,10,19
4,0,0,4,0,0,6,1,1,6,2,5,5,0,0,3,2,5,-0.8113714122860548,-0.5442638586190858,2,0,1,0,2,5,0,8
1,0,1,1,0,2,13,2,1,6,2,5,5,0,0,3,2,6,0.121473839029284,-0.17387172150733454,2,0,1,0,2,5,10,16
0,0,0,0,0,0,8,1,1,3,4,6,1,0,0,3,2,6,-0.37015793412629194,-0.5442638586190858,2,2,1,3,2,1,9,8
5,1,1,4,0,2,0,2,1,6,4,6,5,0,0,3,2,6,1.3928202366148152,1.3134943225546156,7,0,1,0,2,5,4,8
3,0,1,0,0,0,7,2,1,6,4,5,1,0,0,3,2,1,-0.059060765005841856,0.025959494318047338,4,0,0,0,2,5,1,12
0,0,1,4,0,0,5,2,2,6,2,5,1,0,0,3,2,6,-0.6078289832525161,-0.5442638586190858,2,0,1,0,2,5,9,13
3,0,0,1,0,0,5,2,1,8,1,5,1,0,0,1,2,6,1.4094945043906297,-0.5442638586190858,2,0,1,0,2,5,15,18
0,0,0,2,0,0,0,2,1,7,3,5,1,0,0,0,2,1,-0.32460670333628716,-0.5442638586190858,2,0,1,0,2,5,11,23
4,0,0,0,0,0,5,2,1,8,4,1,1,0,0,2,2,6,1.1910215848790582,1.1655493398502783,2,0,0,0,2,5,15,19
0,1,1,4,0,0,6,2,1,7,1,5,0,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,7,14
0,1,1,4,0,3,0,2,2,10,3,5,5,0,0,2,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,15,19
4,0,1,2,0,1,7,2,1,6,2,5,1,0,0,0,2,6,-1.510941766626499,0.44864884805439376,3,0,1,0,2,5,4,0
5,0,1,4,0,3,1,2,1,6,2,5,5,0,0,1,2,6,-0.059060765005841856,-0.1292271247593046,6,0,0,1,2,5,12,19
2,0,1,1,0,2,6,2,1,2,2,5,5,0,0,3,2,6,-1.510941766626499,-0.5442638586190858,1,0,1,0,2,5,9,16
0,1,1,2,0,1,0,2,1,6,2,5,0,0,0,1,2,6,1.3928202366148152,3.427386968074832,2,0,1,0,2,5,10,19
4,0,0,1,0,0,0,2,1,6,2,5,5,0,0,3,2,3,-1.0024398802130752,0.1008944633467404,2,0,1,0,2,5,2,8
6,0,1,4,0,3,3,2,1,6,4,5,5,0,0,3,2,5,-0.059060765005841856,-0.5442638586190858,2,0,0,0,2,5,0,15
5,0,1,2,0,2,13,2,1,6,2,0,5,0,0,3,2,6,-0.25357632873450825,-0.5442638586190858,2,0,1,0,2,5,9,7
2,0,1,1,0,0,6,2,2,7,2,5,0,0,0,3,2,6,-1.510941766626499,-0.5442638586190858,2,2,0,0,2,0,9,16
5,1,1,3,0,0,7,2,1,1,4,3,0,2,0,3,1,6,-0.06539035631984719,-0.5442638586190858,2,0,1,0,2,5,4,14
0,2,1,4,0,1,0,2,1,6,1,5,0,0,0,0,2,1,1.3928202366148152,3.427386968074832,2,0,1,0,2,5,0,20
5,0,1,4,0,3,0,2,1,7,3,5,1,0,0,0,2,6,-1.347599152974315,-0.5442638586190858,2,1,1,0,2,3,1,17
1,1,1,4,0,0,12,2,3,2,2,4,1,0,0,3,2,6,-1.3731811555218334,-0.4500521008426281,2,0,1,3,2,5,11,15
1,0,1,1,0,1,2,2,3,7,4,5,0,0,2,3,2,2,0.9093327807915986,0.11800133777756106,2,0,0,0,2,5,5,7
5,0,1,2,0,4,0,2,0,6,2,5,1,0,0,3,2,6,-0.6014345585519711,0.07773013586137095,2,2,1,0,2,6,10,15
0,2,1,4,0,2,0,2,3,2,3,5,0,0,0,3,2,1,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,2,17
5,0,1,1,0,0,5,2,1,8,3,5,0,1,3,3,2,6,2.8447012382354724,4.420299674748312,2,0,1,0,2,5,0,11
0,0,0,4,0,0,13,2,1,6,2,6,2,0,3,0,3,1,-1.510941766626499,-0.5442638586190858,2,0,1,0,2,5,3,18
4,1,1,3,0,3,0,2,1,0,4,5,4,0,0,0,2,6,1.2935824597189154,-0.5442638586190858,2,1,1,3,2,5,2,21
0,1,1,3,1,1,6,0,1,6,2,5,1,0,2,3,2,6,-0.5231575213231764,-0.5442638586190858,2,0,1,0,2,5,10,9
0,0,1,4,0,4,0,2,1,8,4,4,1,0,0,0,2,5,-0.059060765005841856,-0.3560402897388171,2,0,1,0,2,5,3,14
5,3,1,1,0,2,9,2,1,6,2,6,0,0,2,0,2,1,-0.059060765005841856,-0.5442638586190858,1,1,1,1,2,5,10,19
2,0,0,2,1,1,0,2,1,6,4,5,2,0,3,0,2,6,0.3403940156736378,-0.5442638586190858,2,0,1,0,2,5,12,19
3,3,1,1,0,1,0,2,1,6,2,5,1,0,0,3,2,6,1.3928202366148152,0.3549667674023467,2,0,1,2,2,5,3,19
0,1,1,4,0,0,0,2,1,4,4,5,5,0,3,2,2,5,-0.059060765005841856,0.13987978369053633,2,0,1,0,2,5,9,16
0,0,1,4,0,1,0,2,1,6,0,5,0,0,0,2,2,6,-0.20376092001611434,-0.5442638586190858,2,0,1,0,2,5,10,3
2,0,1,4,0,2,0,2,1,6,2,5,2,1,0,0,2,2,-0.4546506930685732,0.7191849772323962,2,0,1,0,2,5,10,0
5,2,1,4,0,2,2,1,1,1,4,3,1,0,2,3,2,1,0.18516696184864712,0.6156713609498141,2,0,1,0,2,5,0,10
3,3,1,2,0,3,7,2,3,2,3,5,0,0,0,0,2,6,-0.030706687330274818,-0.46670068648954777,1,0,1,0,2,5,10,21
0,1,1,1,0,2,2,2,1,4,0,5,1,0,3,3,2,1,-0.7760678634161914,0.4608676025485504,2,0,1,0,2,5,10,16
6,1,1,1,0,2,8,0,1,6,2,5,5,0,0,3,2,6,-1.4968580056047567,-0.5346322529567545,2,0,1,1,2,5,12,11
0,0,1,1,0,1,0,2,2,8,5,5,0,0,0,0,2,6,-1.307613364513278,0.30959657458261747,2,0,1,0,2,5,2,20
3,2,1,4,0,4,12,2,1,6,2,5,5,0,3,0,2,6,-0.059060765005841856,-0.5442638586190858,2,0,0,0,2,5,10,17
6,0,1,4,0,3,7,2,1,7,2,5,1,0,3,0,2,3,1.3928202366148152,-0.5442638586190858,2,0,1,0,2,5,9,19
0,2,1,4,0,0,4,2,3,8,5,5,5,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,0,0,2,5,10,20
2,0,1,4,0,1,6,2,1,8,2,5,4,0,0,0,2,6,-1.3464648428593056,0.5048901059056626,2,0,1,0,2,5,12,0
3,0,1,2,0,3,8,2,0,6,3,5,5,0,0,3,2,4,-0.059060765005841856,-0.5442638586190858,2,0,0,0,2,5,10,8
4,0,1,4,0,1,14,2,1,1,2,4,5,0,0,3,2,6,5.748463241476786,0.44864884805439376,2,0,1,1,2,5,9,8
3,0,1,4,0,1,0,2,2,6,2,4,5,0,0,0,2,6,-0.059060765005841856,-0.5442638586190858,2,0,0,1,2,5,0,2
1,0,1,4,0,2,14,2,1,8,1,5,0,0,0,0,2,6,-0.8007898111481833,0.2058194083563909,8,0,1,0,1,5,9,19
6,0,1,3,0,2,0,1,0,6,2,5,1,0,0,3,2,6,0.8218238661912494,0.058155721534286275,2,0,1,0,2,5,0,7
1,1,1,2,0,1,3,2,1,5,5,3,1,0,0,3,2,1,-1.510941766626499,-0.5442638586190858,2,0,1,0,2,5,1,8
0,1,1,4,0,2,0,2,2,8,5,6,5,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,0,0,2,5,9,20
5,0,0,2,0,3,0,2,1,7,4,5,1,0,3,0,2,1,0.4799915994797842,-0.5442638586190858,2,1,1,0,2,5,3,19
5,1,1,4,0,2,4,1,1,6,4,5,5,0,0,3,2,1,-0.8630082642341297,-0.5442638586190858,2,0,0,1,2,5,11,15
4,0,1,4,0,1,0,2,1,5,5,5,4,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,10,7
5,0,0,2,0,3,0,2,1,7,2,5,5,0,0,3,2,6,-0.44774300411512,-0.5442638586190858,2,0,1,0,2,5,2,16
0,1,1,4,0,1,5,2,0,6,3,5,5,0,0,3,2,6,-1.1870944655907276,-0.3227910933846089,2,2,0,3,1,3,10,13
0,1,1,4,0,2,0,2,1,7,2,3,1,0,0,3,2,6,-1.510941766626499,-0.5442638586190858,2,0,1,0,2,5,1,14
0,0,1,3,0,1,5,2,1,7,4,5,5,0,0,3,2,6,-0.059060765005841856,-0.330152398144536,2,0,1,1,2,5,2,22
5,0,1,4,0,0,6,1,1,6,2,5,5,0,0,3,2,2,-0.1807344314527556,0.36543863361682205,2,1,0,0,2,2,9,12
0,0,1,2,0,2,0,1,2,9,4,5,0,0,0,0,2,6,-0.8098365083406827,0.44864884805439376,1,0,1,0,2,5,2,19
5,0,1,4,0,1,6,2,1,6,0,5,0,0,3,0,2,6,-1.510941766626499,-0.5442638586190858,2,1,0,1,1,5,1,20
1,0,1,4,0,0,5,2,1,6,2,5,1,0,0,3,2,2,-0.059060765005841856,-0.5442638586190858,8,0,1,0,2,5,10,15
3,0,1,2,0,2,8,2,1,6,2,5,5,0,0,3,2,6,-1.510941766626499,0.008010493171925148,4,0,1,0,2,5,9,11
4,1,1,2,0,2,10,2,1,6,1,5,5,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,12,15
1,2,1,4,0,1,4,2,1,6,2,5,0,0,0,3,2,6,0.7061835171282178,-0.5442638586190858,2,0,0,0,1,5,0,17
4,0,0,4,0,2,8,2,1,6,4,4,1,0,2,0,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,10,22
3,2,1,4,0,0,0,0,1,6,1,5,1,0,0,3,2,4,-0.6177229463434226,-0.5442638586190858,2,0,1,0,2,5,9,16
0,2,1,3,0,0,0,0,2,8,4,5,5,0,0,0,2,2,-1.2612810801410232,-0.5442638586190858,2,0,1,0,2,5,11,20
5,0,1,4,0,0,7,2,1,5,2,5,5,0,0,3,2,2,-0.059060765005841856,0.2922645525618909,1,2,0,0,2,2,9,13
4,0,0,3,1,2,5,2,1,6,2,5,0,0,0,3,2,6,-0.6480428134782112,-0.5442638586190858,2,0,1,0,2,5,0,13
3,0,1,4,0,1,0,2,1,8,4,5,0,0,0,1,2,6,0.8027911068376018,2.03096500712408,2,0,1,0,2,5,10,18
4,1,1,1,0,0,0,2,2,6,4,5,5,0,0,3,2,6,-0.059060765005841856,1.1155188806152991,2,0,1,0,2,5,1,7
1,0,0,4,0,1,0,2,1,6,4,5,1,2,0,3,2,6,-0.2383151820976887,1.1963844523907416,2,0,0,0,2,5,10,15
5,0,1,4,0,2,0,2,1,6,4,6,1,0,0,3,2,2,1.363858031603128,-0.5442638586190858,2,0,0,0,2,5,10,7
0,0,1,2,1,1,0,2,1,8,3,5,1,0,0,1,2,6,-0.6306941473989475,-0.5442638586190858,2,0,1,0,2,5,1,21
2,0,1,1,0,2,0,1,1,7,3,5,0,0,0,0,2,2,-1.510941766626499,-0.09264401017260326,2,1,0,4,2,1,10,22
4,0,1,4,0,1,0,2,1,6,2,5,1,0,0,3,2,6,-0.30780361621046254,-0.5442638586190858,2,0,0,0,2,5,9,13
4,0,1,1,0,1,5,2,1,6,2,5,5,0,0,3,2,6,-1.0283390096067362,-0.5442638586190858,2,0,1,0,2,5,14,8
4,2,1,4,0,2,0,2,1,6,0,5,5,0,0,3,2,6,-0.059060765005841856,0.060862121119566126,2,0,1,0,2,5,1,17
1,0,1,2,0,1,13,2,1,5,4,5,0,0,0,3,2,6,0.45845913569674324,-0.5442638586190858,3,0,1,1,2,5,1,13
1,0,1,4,0,1,0,2,1,2,2,5,0,0,0,2,2,6,1.3928202366148152,3.427386968074832,8,0,0,2,2,5,10,20
5,0,1,4,1,0,8,2,0,8,4,2,1,0,2,2,2,1,-1.510941766626499,-0.5442638586190858,2,2,0,0,2,5,0,20
2,0,0,4,0,3,4,1,0,4,1,5,5,0,3,0,3,0,-0.059060765005841856,0.6685464513824636,2,0,1,0,2,5,10,20
2,3,1,4,0,2,7,2,1,3,2,5,0,0,0,0,2,6,0.4828700612440575,3.1162385025474038,0,0,1,1,1,5,10,23
0,0,1,4,0,2,0,2,1,8,1,5,5,0,0,3,2,3,-1.510941766626499,-0.5442638586190858,7,0,1,0,2,5,1,14
6,3,1,1,0,2,3,0,1,6,1,5,5,0,0,3,2,4,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,13,17
2,3,1,3,0,1,0,2,0,5,2,5,0,0,0,3,2,4,-0.2571307223322705,-0.5442638586190858,2,0,1,0,2,5,1,18
4,0,1,2,0,2,6,2,2,6,2,5,5,0,0,3,2,6,-1.510941766626499,-0.5442638586190858,2,1,1,3,2,5,9,20
0,0,1,4,0,1,8,2,1,8,2,5,5,0,0,2,2,6,0.3815171948380225,0.05834125036841775,2,0,1,0,2,5,10,22
3,0,1,4,0,3,0,2,0,6,2,5,5,0,2,3,2,6,-0.059060765005841856,-0.40916399292280803,2,0,0,0,2,5,9,15
0,2,1,0,0,2,0,2,1,6,4,5,5,0,0,3,2,6,-1.193739349102022,-0.5442638586190858,2,1,0,2,2,5,0,11
2,0,1,1,0,0,5,2,1,6,2,5,1,0,0,3,2,6,1.3928202366148152,3.427386968074832,8,0,1,0,2,5,1,20
2,0,1,4,0,2,0,2,1,7,3,5,5,0,2,3,2,6,-0.4158609744108778,-0.5442638586190858,8,0,1,0,2,5,10,13
1,0,1,4,0,2,0,2,1,8,2,3,3,0,0,3,2,6,-0.059060765005841856,-0.12422122333225805,2,0,1,0,2,5,2,14
5,0,1,4,1,2,2,2,1,6,4,5,5,0,0,3,2,5,-0.45766683168832595,-0.5442638586190858,2,0,0,0,2,5,0,12
4,1,1,3,0,1,0,2,1,6,2,5,1,0,0,2,2,6,-1.510941766626499,-0.5442638586190858,2,0,1,0,2,5,10,7
2,0,0,4,0,0,5,2,1,6,2,5,0,0,0,0,2,5,-0.059060765005841856,-0.5442638586190858,2,0,0,0,2,5,1,6
1,1,1,4,0,4,6,2,1,6,4,5,0,0,0,0,2,3,0.5727700246687734,1.1841224728645101,0,0,1,0,2,5,10,19
1,0,1,4,0,2,0,2,1,7,4,5,1,0,3,0,2,6,-0.5515437825540779,-0.20746446156195408,2,0,1,1,2,5,1,4
6,0,1,1,0,1,5,2,1,7,0,5,1,0,3,3,2,2,1.3928202366148152,0.44864884805439376,2,0,0,0,1,5,13,8
3,1,1,4,0,1,14,2,1,6,2,5,0,0,0,1,2,6,-1.510941766626499,-0.5442638586190858,2,0,1,0,2,5,11,19
0,0,1,4,0,2,5,2,1,6,4,5,5,0,0,3,2,6,-0.059060765005841856,0.3011858706396491,2,0,1,0,1,5,15,13
2,0,0,4,0,2,9,2,1,6,2,5,1,0,1,3,2,6,-0.059060765005841856,-0.5442638586190858,1,0,1,0,2,5,9,15
0,2,1,4,0,0,0,2,2,6,2,5,5,0,0,3,2,1,1.179644873787441,-0.5442638586190858,2,0,1,0,2,5,15,15
5,0,1,1,0,1,0,2,1,4,1,5,1,0,2,3,2,6,-0.4432242848296047,-0.5442638586190858,4,1,0,0,2,5,10,15
2,1,1,4,0,3,8,2,1,6,2,6,5,0,0,1,2,6,0.6385653633748453,-0.06717114468219654,2,0,0,2,2,5,1,15
1,0,1,4,0,1,0,0,2,1,2,5,5,0,0,3,2,6,-0.8568163250190883,-0.5442638586190858,2,0,0,0,2,5,10,15
4,1,1,4,0,0,0,2,1,6,3,6,5,0,0,3,2,6,-0.04215375665151463,-0.5442638586190858,2,0,0,0,2,5,1,8
3,0,1,4,0,0,13,2,1,6,3,5,5,0,0,3,2,6,0.5843952645170928,-0.5442638586190858,2,0,1,0,2,5,2,16
0,1,1,4,0,1,2,2,1,6,1,5,0,0,0,3,2,6,1.3928202366148152,3.427386968074832,2,0,0,1,2,5,11,19
5,1,1,2,0,0,0,2,1,7,4,5,5,0,1,3,2,6,0.5334309582531611,-0.5442638586190858,2,0,1,0,2,5,3,13
4,2,1,4,0,1,9,2,1,4,1,5,5,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,12,16
2,1,1,2,0,2,7,2,0,7,4,5,0,0,0,0,2,2,-0.26621377705703986,0.3069809994760848,1,0,1,0,2,5,0,0
2,0,1,3,0,1,4,2,0,6,0,5,4,0,0,0,2,6,-0.15597419187699293,-0.47798668240407616,2,1,1,0,2,3,1,3
4,1,1,4,0,3,0,2,1,6,2,5,1,0,0,0,2,6,-0.059060765005841856,-0.5442638586190858,2,1,1,0,2,5,1,18
2,1,1,4,0,1,0,0,1,6,4,5,5,0,0,0,2,6,-0.9250708720916139,-0.1435983391966923,2,0,0,0,2,5,9,21
0,2,1,4,0,1,0,0,1,6,2,5,0,0,0,0,2,6,0.34017629966168583,0.547857476506648,2,0,0,0,2,5,10,18
0,1,1,4,0,1,0,2,1,6,2,5,0,0,0,2,2,6,1.3928202366148152,3.427386968074832,2,0,0,0,2,5,11,19
1,1,1,4,0,2,7,2,1,6,2,5,5,0,1,3,2,6,-0.8872097051694408,-0.5442638586190858,2,0,1,0,1,5,3,8
4,0,1,1,0,1,0,2,1,5,0,5,0,0,1,3,2,6,-0.059060765005841856,-0.5442638586190858,3,1,0,0,2,5,10,16
0,2,1,4,0,1,2,2,0,6,2,5,5,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,1,0,1,2,5,10,11
3,0,1,4,0,3,2,2,0,7,2,5,0,0,0,3,2,6,-0.059060765005841856,-0.266678929201399,6,0,0,0,2,5,10,16
4,0,1,4,0,2,0,2,1,5,2,5,1,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,3,1,0,0,2,5,8,11
4,2,1,3,0,1,0,2,1,7,4,2,1,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,2,0,0,0,2,5,11,14
5,0,1,3,0,2,7,2,0,6,1,5,1,0,3,3,2,6,-0.4149566832588196,-0.5442638586190858,2,0,1,0,2,5,10,7
2,1,1,4,0,2,7,2,1,6,2,5,5,0,0,3,2,6,-0.059060765005841856,-0.5442638586190858,1,0,1,1,2,5,1,14
5,0,1,2,0,2,0,2,1,6,2,5,5,0,0,3,2,6,-0.059060765005841856,0.08866375772020763,3,0,0,0,2,5,13,18
0,1,1,4,0,0,13,2,1,5,2,5,0,0,1,3,2,6,-0.059060765005841856,-0.5442638586190858,2,1,0,0,2,5,3,12
1,0,1,4,0,2,0,2,1,6,2,5,1,0,0,0,2,1,-0.059060765005841856,0.43733990188447625,2,1,1,0,2,5,3,18
1,0,1,4,0,3,5,2,1,7,3,4,5,0,3,0,2,6,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,10,4
2,0,1,4,0,2,0,2,1,6,2,5,2,1,0,0,2,2,-0.6050286973326299,0.8220255206869296,2,0,1,0,2,5,10,0
2,0,1,1,0,0,0,2,1,5,2,5,5,0,0,0,2,6,-0.059060765005841856,0.44864884805439376,2,0,1,0,2,5,10,21
5,1,1,4,0,2,8,2,2,8,2,5,5,0,0,0,2,6,-0.9824128608692186,-0.5442638586190858,3,0,1,0,2,5,2,18
3,0,1,2,0,2,11,2,0,7,3,5,0,0,0,3,2,6,-0.059060765005841856,-0.1348804583849762,2,0,1,0,2,5,15,17
2,0,1,4,0,2,9,2,1,6,2,5,5,0,0,3,2,3,-0.4251989933602851,-0.29386916447663275,6,0,1,0,2,5,6,13
2,0,0,1,0,3,0,2,1,6,1,5,1,0,0,0,2,2,-1.510941766626499,1.037014378016286,2,0,0,3,2,5,11,22
2,0,1,2,0,2,0,1,1,7,0,5,2,0,0,0,2,6,-1.0167434875627341,0.1106764175653655,2,0,1,0,2,5,1,0
0,1,1,4,0,3,2,2,1,7,4,5,1,0,0,3,2,6,-0.750980708271096,-0.5442638586190858,2,1,0,0,2,5,9,13
4,0,1,4,0,0,5,2,1,3,4,4,0,0,0,3,2,6,-0.4889126542665191,-0.5442638586190858,2,0,0,0,2,5,1,15
4,1,1,4,0,0,14,2,1,6,2,5,0,0,0,3,2,6,-0.10241246645409974,-0.5442638586190858,4,0,1,0,2,5,10,19
5,2,1,4,0,0,10,2,1,6,4,5,0,0,3,3,2,5,2.8447012382354724,4.420299674748312,2,0,1,1,1,5,14,11
0,0,1,1,0,1,0,2,0,7,4,3,5,0,0,3,2,6,-1.4785834229882788,-0.5442638586190858,2,0,1,0,2,5,2,9
0,0,0,1,0,1,0,2,0,4,5,5,0,0,0,3,2,6,-0.21575437596788083,-0.3299445346454402,2,0,1,0,2,5,9,18
3,0,1,4,0,2,0,1,3,8,2,5,5,0,0,3,2,6,-1.4121327559417332,-0.5442638586190858,2,0,0,1,2,5,0,15
4,0,1,4,0,1,4,2,1,6,1,5,5,0,0,3,2,6,0.44283700846097585,-0.45845436800483097,2,0,1,0,2,5,11,9
6,3,1,1,0,2,3,1,1,6,1,5,5,0,0,3,2,3,-0.059060765005841856,-0.5442638586190858,2,0,1,0,2,5,12,17
1,2,0,3,0,2,5,1,1,6,4,5,5,0,0,2,2,1,-0.4584583150680219,0.27515640108882966,2,0,1,0,2,5,2,11
4,0,1,4,0,1,0,0,1,5,4,5,1,0,0,3,2,6,-1.510941766626499,-0.5442638586190858,2,1,0,3,2,5,2,13
4,1,1,4,0,3,3,2,1,7,2,5,1,0,0,3,2,6,0.47808500311685254,-0.5442638586190858,6,0,0,1,2,5,9,16
1,1,1,4,0,2,5,2,1,6,2,5,5,0,0,3,2,6,-0.5535364981567099,-0.5442638586190858,2,0,1,0,2,5,10,15
4,0,0,1,0,1,5,2,1,6,5,5,5,0,0,3,2,6,-0.49630782429902953,-0.5442638586190858,2,0,0,0,2,5,1,18
